# m n gcd s d s%2 s%3 s%4 s%6 s%12 s%24 m*n m^2+n^2 m^2-n^2 sp m%2 n%2 m%3 n%3 m%4 n%4 om_m om_n big_m big_n tag
96 25 1 121 71 1 1 1 1 1 1 2400 9841 8591 0 0 1 0 1 0 1 2 1 6 2 R2
96 47 1 143 49 1 2 3 5 11 23 4512 11425 7007 0 0 1 0 2 0 3 2 1 6 1 R2
96 49 1 145 47 1 1 1 1 1 1 4704 11617 6815 0 0 1 0 1 0 1 2 1 6 2 R2
96 73 1 169 23 1 1 1 1 1 1 7008 14545 3887 0 0 1 0 1 0 1 2 1 6 1 R2
96 89 1 185 7 1 2 1 5 5 17 8544 17137 1295 0 0 1 0 2 0 1 2 1 6 1 R2
97 8 1 105 89 1 0 1 3 9 9 776 9473 9345 0 1 0 1 2 1 0 1 1 1 3 R2
97 24 1 121 73 1 1 1 1 1 1 2328 9985 8833 0 1 0 1 0 1 0 1 2 1 4 R2
97 28 1 125 69 1 2 1 5 5 5 2716 10193 8625 0 1 0 1 1 1 0 1 2 1 3 R2
97 30 1 127 67 1 1 3 1 7 7 2910 10309 8509 1 1 0 1 0 1 2 1 3 1 3 R2
97 38 1 135 59 1 0 3 3 3 15 3686 10853 7965 0 1 0 1 2 1 2 1 2 1 2 R2
97 40 1 137 57 1 2 1 5 5 17 3880 11009 7809 1 1 0 1 1 1 0 1 2 1 4 R2
97 54 1 151 43 1 1 3 1 7 7 5238 12325 6493 1 1 0 1 0 1 2 1 2 1 4 R2
97 64 1 161 33 1 2 1 5 5 17 6208 13505 5313 0 1 0 1 1 1 0 1 1 1 6 R2
97 68 1 165 29 1 0 1 3 9 21 6596 14033 4785 0 1 0 1 2 1 0 1 2 1 3 R2
97 70 1 167 27 1 2 3 5 11 23 6790 14309 4509 1 1 0 1 1 1 2 1 3 1 3 R2
97 92 1 189 5 1 0 1 3 9 21 8924 17873 945 0 1 0 1 2 1 0 1 2 1 3 R2
97 96 1 193 1 1 1 1 1 1 1 9312 18625 193 1 1 0 1 0 1 0 1 2 1 6 R2
98 15 1 113 83 1 2 1 5 5 17 1470 9829 9379 1 0 1 2 0 2 3 2 2 3 2 R2
98 33 1 131 65 1 2 3 5 11 11 3234 10693 8515 1 0 1 2 0 2 1 2 2 3 2 R2
98 43 1 141 55 1 0 1 3 9 21 4214 11453 7755 0 0 1 2 1 2 3 2 1 3 1 R2
98 73 1 171 25 1 0 3 3 3 3 7154 14933 4275 0 0 1 2 1 2 1 2 1 3 1 R2
98 97 1 195 1 1 0 3 3 3 3 9506 19013 195 0 0 1 2 1 2 1 2 1 3 1 R2
99 16 1 115 83 1 1 3 1 7 19 1584 10057 9545 0 1 0 0 1 3 0 2 1 3 4 R2
99 32 1 131 67 1 2 3 5 11 11 3168 10825 8777 1 1 0 0 2 3 0 2 1 3 5 R2
99 56 1 155 43 1 2 3 5 11 11 5544 12937 6665 0 1 0 0 2 3 0 2 2 3 4 R2
99 64 1 163 35 1 1 3 1 7 19 6336 13897 5705 1 1 0 0 1 3 0 2 1 3 6 R2
99 70 1 169 29 1 1 1 1 1 1 6930 14701 4901 0 1 0 0 1 3 2 2 3 3 3 R2
99 92 1 191 7 1 2 3 5 11 23 9108 18265 1337 1 1 0 0 2 3 0 2 2 3 3 R2
99 94 1 193 5 1 1 1 1 1 1 9306 18637 965 1 1 0 0 1 3 2 2 2 3 2 R2
100 21 1 121 79 1 1 1 1 1 1 2100 10441 9559 0 0 1 1 0 0 1 2 2 4 2 R2
100 23 1 123 77 1 0 3 3 3 3 2300 10529 9471 0 0 1 1 2 0 3 2 1 4 1 R2
100 49 1 149 51 1 2 1 5 5 5 4900 12401 7599 1 0 1 1 1 0 1 2 1 4 2 R2
100 89 1 189 11 1 0 1 3 9 21 8900 17921 2079 0 0 1 1 2 0 1 2 1 4 1 R2
100 93 1 193 7 1 1 1 1 1 1 9300 18649 1351 1 0 1 1 0 0 1 2 2 4 2 R2
